geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017
"Greenwood County, SC","county",05000US45047,0.226,0.184,0.184,7.4,8.9,8
"Hampton County, SC","county",05000US45049,0.189,0.213,0.209,15.3,18.2,15.2
"Horry County, SC","county",05000US45051,0.246,0.198,0.181,6.9,6.4,6.5
"Jasper County, SC","county",05000US45053,0.262,0.22,0.219,18,18.3,21.5
"Kershaw County, SC","county",05000US45055,0.222,0.203,0.19,7.8,6.9,6.2
"Lancaster County, SC","county",05000US45057,0.188,0.203,0.182,9.5,9.8,10
"Laurens County, SC","county",05000US45059,0.227,0.209,0.212,9.1,8.7,7.7
"Lee County, SC","county",05000US45061,0.164,0.241,0.225,12.7,9,7.6
"Lexington County, SC","county",05000US45063,0.199,0.191,0.158,5,5.2,5.4
"McCormick County, SC","county",05000US45065,0.173,0.189,0.169,,,
"Marion County, SC","county",05000US45067,0.2,0.247,0.227,14.3,14.2,10.1
"Marlboro County, SC","county",05000US45069,0.231,0.249,0.246,16.3,13.8,14.1
"Newberry County, SC","county",05000US45071,0.246,0.193,0.179,4.8,5.6,5.3
"Oconee County, SC","county",05000US45073,0.174,0.2,0.167,4.7,4.5,5.7
"Orangeburg County, SC","county",05000US45075,0.213,0.2,0.192,14.6,13.8,13.8
"Pickens County, SC","county",05000US45077,0.204,0.188,0.174,5.2,4.4,5.2
"Richland County, SC","county",05000US45079,0.165,0.163,0.164,8,7.9,8.7
"Saluda County, SC","county",05000US45081,0.201,0.187,0.188,8.3,9,7.9
"Spartanburg County, SC","county",05000US45083,0.195,0.21,0.178,7.9,6.8,6.2
"Sumter County, SC","county",05000US45085,0.229,0.187,0.193,11.2,11.1,10.1
"Union County, SC","county",05000US45087,0.258,0.214,0.197,8.5,10,8.6
"Williamsburg County, SC","county",05000US45089,0.19,0.216,0.219,14.8,14.4,12.8
"York County, SC","county",05000US45091,0.203,0.18,0.154,5.8,5.3,4.5
"Aurora County, SD","county",05000US46003,0.133,0.141,0.141,,,
"Beadle County, SD","county",05000US46005,0.172,0.167,0.164,,,
"Bennett County, SD","county",05000US46007,0.215,0.287,0.281,,,
"Bon Homme County, SD","county",05000US46009,0.207,0.166,0.159,,,
"Brookings County, SD","county",05000US46011,0.132,0.144,0.139,,,
"Brown County, SD","county",05000US46013,0.175,0.148,0.142,,,
"Brule County, SD","county",05000US46015,0.143,0.173,0.165,,,
"Buffalo County, SD","county",05000US46017,0.417,0.371,0.363,,,
"Butte County, SD","county",05000US46019,0.222,0.165,0.153,,,
"Campbell County, SD","county",05000US46021,0.141,0.152,0.144,,,
"Charles Mix County, SD","county",05000US46023,0.174,0.209,0.199,,,17
"Clark County, SD","county",05000US46025,0.182,0.145,0.149,,,
"Clay County, SD","county",05000US46027,0.155,0.199,0.191,,,
"Codington County, SD","county",05000US46029,0.186,0.165,0.148,,,
"Corson County, SD","county",05000US46031,0.321,0.351,0.328,,,
"Custer County, SD","county",05000US46033,0.187,0.133,0.132,,,
"Davison County, SD","county",05000US46035,0.142,0.155,0.154,,,
"Day County, SD","county",05000US46037,0.169,0.188,0.166,,,
"Deuel County, SD","county",05000US46039,0.192,0.137,0.142,,,
"Dewey County, SD","county",05000US46041,0.334,0.322,0.288,,,
"Douglas County, SD","county",05000US46043,0.126,0.145,0.132,,,
"Edmunds County, SD","county",05000US46045,0.131,0.14,0.146,,,
"Fall River County, SD","county",05000US46047,0.237,0.155,0.155,,,
"Faulk County, SD","county",05000US46049,,0.157,0.151,,,
"Grant County, SD","county",05000US46051,0.235,0.15,0.141,,,
"Gregory County, SD","county",05000US46053,0.121,0.17,0.173,,,
"Haakon County, SD","county",05000US46055,,0.157,0.159,,,
"Hamlin County, SD","county",05000US46057,0.179,0.149,0.136,,,
"Hand County, SD","county",05000US46059,0.131,0.14,0.131,,,
"Hanson County, SD","county",05000US46061,0.177,0.165,0.156,,,
"Harding County, SD","county",05000US46063,,0.164,0.157,,,
"Hughes County, SD","county",05000US46065,0.141,0.152,0.162,,,
"Hutchinson County, SD","county",05000US46067,0.101,0.14,0.14,,,
"Hyde County, SD","county",05000US46069,,0.136,0.141,,,
"Jackson County, SD","county",05000US46071,0.205,0.247,0.249,,,
"Jerauld County, SD","county",05000US46073,0.102,0.136,0.126,,,
"Jones County, SD","county",05000US46075,,0.146,0.144,,,
"Kingsbury County, SD","county",05000US46077,0.108,0.137,0.137,,,
"Lake County, SD","county",05000US46079,0.188,0.152,0.155,,,
"Lawrence County, SD","county",05000US46081,0.215,0.153,0.145,,,
"Lincoln County, SD","county",05000US46083,0.106,0.147,0.149,,,
"Lyman County, SD","county",05000US46085,0.206,0.223,0.223,,,
"McCook County, SD","county",05000US46087,,0.144,0.138,,,
"McPherson County, SD","county",05000US46089,0.128,0.15,0.147,,,
"Marshall County, SD","county",05000US46091,0.23,0.159,0.153,,,
"Meade County, SD","county",05000US46093,0.178,0.184,0.171,,,
"Mellette County, SD","county",05000US46095,0.228,0.275,0.304,,,
"Miner County, SD","county",05000US46097,,0.146,0.142,,,
"Minnehaha County, SD","county",05000US46099,0.179,0.165,0.166,2.7,2.4,2.8
"Moody County, SD","county",05000US46101,0.127,0.182,0.171,,,
"Pennington County, SD","county",05000US46103,0.212,0.184,0.176,2.8,2.9,3.4
"Perkins County, SD","county",05000US46105,0.128,0.15,0.147,,,
"Potter County, SD","county",05000US46107,0.079,0.137,0.13,,,
"Roberts County, SD","county",05000US46109,0.236,0.208,0.207,,,
"Sanborn County, SD","county",05000US46111,,0.154,0.144,,,
"Shannon County, SD","county",05000US46113,0.435,0.412,0.401,14.6,15.4,17.4
"Spink County, SD","county",05000US46115,0.171,0.152,0.156,,,
"Stanley County, SD","county",05000US46117,0.173,0.148,0.142,,,
"Sully County, SD","county",05000US46119,,0.13,0.135,,,
"Todd County, SD","county",05000US46121,0.394,0.382,0.414,18.1,20.5,20.4
"Tripp County, SD","county",05000US46123,0.133,0.182,0.19,,,
"Turner County, SD","county",05000US46125,0.172,0.144,0.14,,,
"Union County, SD","county",05000US46127,0.149,0.139,0.126,,,
"Walworth County, SD","county",05000US46129,0.198,0.154,0.15,,,
"Yankton County, SD","county",05000US46135,0.132,0.154,0.164,,,
"Ziebach County, SD","county",05000US46137,0.331,0.36,0.33,,,
"Anderson County, TN","county",05000US47001,0.206,0.227,0.215,4.4,4.3,3.8
"Bedford County, TN","county",05000US47003,0.252,0.25,0.243,4.7,4.4,3.4
"Benton County, TN","county",05000US47005,0.251,0.241,0.241,,,
"Bledsoe County, TN","county",05000US47007,0.386,0.252,0.24,,,
"Blount County, TN","county",05000US47009,0.209,0.209,0.198,2.8,2.5,1.9
"Bradley County, TN","county",05000US47011,0.255,0.228,0.21,4,4,4.1
"Campbell County, TN","county",05000US47013,0.286,0.261,0.243,,,
"Cannon County, TN","county",05000US47015,0.276,0.239,0.215,,,
"Carroll County, TN","county",05000US47017,0.246,0.232,0.215,,,
"Carter County, TN","county",05000US47019,0.314,0.244,0.243,2.3,2.8,2.5
"Cheatham County, TN","county",05000US47021,0.305,0.219,0.2,8,7.3,7.6
"Chester County, TN","county",05000US47023,0.207,0.224,0.212,10.3,,
"Claiborne County, TN","county",05000US47025,0.333,0.244,0.236,,,
"Clay County, TN","county",05000US47027,0.323,0.238,0.23,,,
"Cocke County, TN","county",05000US47029,0.212,0.265,0.242,6.7,6.7,4.4
"Coffee County, TN","county",05000US47031,0.257,0.221,0.223,5,4.9,5.1
"Crockett County, TN","county",05000US47033,0.271,0.241,0.235,,,9.8
"Cumberland County, TN","county",05000US47035,0.174,0.222,0.195,7.7,8.6,6
"Davidson County, TN","county",05000US47037,0.172,0.224,0.202,10,9,8.7
"Decatur County, TN","county",05000US47039,0.175,0.229,0.208,,,
"DeKalb County, TN","county",05000US47041,0.244,0.234,0.215,,,
"Dickson County, TN","county",05000US47043,0.261,0.23,0.228,6.3,6.4,6.3
"Dyer County, TN","county",05000US47045,0.333,0.239,0.235,5.6,6.1,
"Fayette County, TN","county",05000US47047,0.213,0.2,0.202,6.8,7.3,5.2
"Fentress County, TN","county",05000US47049,0.212,0.255,0.243,,,
"Franklin County, TN","county",05000US47051,0.239,0.212,0.203,,,
"Gibson County, TN","county",05000US47053,0.301,0.251,0.22,5.7,7.6,6.6
"Giles County, TN","county",05000US47055,0.263,0.234,0.202,,,
"Grainger County, TN","county",05000US47057,0.263,0.247,0.236,,,
"Greene County, TN","county",05000US47059,0.286,0.24,0.222,5.2,4.3,5
"Grundy County, TN","county",05000US47061,0.27,0.259,0.253,,,
"Hamblen County, TN","county",05000US47063,0.227,0.227,0.238,3.8,4.8,3.2
"Hamilton County, TN","county",05000US47065,0.192,0.201,0.214,7.2,7.1,7.4
"Hancock County, TN","county",05000US47067,0.396,0.277,0.257,,,
"Hardeman County, TN","county",05000US47069,0.273,0.278,0.245,12.8,12.3,11.8
"Hardin County, TN","county",05000US47071,0.236,0.241,0.248,6.7,9.1,7.2
"Hawkins County, TN","county",05000US47073,0.262,0.23,0.221,3.5,3.6,4.3
"Haywood County, TN","county",05000US47075,0.173,0.259,0.239,8.4,,
"Henderson County, TN","county",05000US47077,0.259,0.232,0.22,,,
"Henry County, TN","county",05000US47079,0.281,0.225,0.217,6.2,7.1,6.2
"Hickman County, TN","county",05000US47081,0.377,0.239,0.24,,,
"Houston County, TN","county",05000US47083,,0.234,0.232,,,
"Humphreys County, TN","county",05000US47085,0.221,0.211,0.198,,,
"Jackson County, TN","county",05000US47087,0.274,0.24,0.248,,,
"Jefferson County, TN","county",05000US47089,0.258,0.213,0.205,3.8,3.8,3.6
"Johnson County, TN","county",05000US47091,0.28,0.243,0.244,,,
"Knox County, TN","county",05000US47093,0.185,0.215,0.187,6,5.6,4.9
"Lake County, TN","county",05000US47095,0.249,0.285,0.271,,,
"Lauderdale County, TN","county",05000US47097,0.321,0.289,0.274,11.1,11.1,10.3
"Lawrence County, TN","county",05000US47099,0.281,0.238,0.22,5,4.3,
"Lewis County, TN","county",05000US47101,0.298,0.239,0.214,,,
"Lincoln County, TN","county",05000US47103,0.245,0.23,0.212,7.5,6.6,6.4
"Loudon County, TN","county",05000US47105,0.236,0.198,0.187,,,
"McMinn County, TN","county",05000US47107,0.223,0.222,0.217,4,4.1,4.9
"McNairy County, TN","county",05000US47109,0.261,0.25,0.239,6.5,,
"Macon County, TN","county",05000US47111,0.351,0.244,0.238,7.2,8.6,8.2
"Madison County, TN","county",05000US47113,0.196,0.217,0.212,11.1,11.6,11.5
"Marion County, TN","county",05000US47115,0.247,0.232,0.22,,,
"Marshall County, TN","county",05000US47117,0.247,0.243,0.219,,,
"Maury County, TN","county",05000US47119,0.257,0.222,0.214,9.3,8.5,5.8
"Meigs County, TN","county",05000US47121,0.358,0.253,0.238,12.7,,13.4
"Monroe County, TN","county",05000US47123,0.364,0.238,0.243,6.4,5.7,4.8
"Montgomery County, TN","county",05000US47125,0.275,0.231,0.242,6.7,6.1,6.5
"Moore County, TN","county",05000US47127,0.252,0.201,0.185,,,
"Morgan County, TN","county",05000US47129,0.314,0.249,0.239,7.2,7.9,9.8
"Obion County, TN","county",05000US47131,0.264,0.233,0.224,,,
"Overton County, TN","county",05000US47133,0.281,0.239,0.22,,,
"Perry County, TN","county",05000US47135,0.282,0.244,0.233,,,
"Pickett County, TN","county",05000US47137,,0.215,0.204,,,
"Polk County, TN","county",05000US47139,0.289,0.225,0.23,,,
"Putnam County, TN","county",05000US47141,0.181,0.232,0.229,3.5,3.8,3.9
"Rhea County, TN","county",05000US47143,0.198,0.234,0.226,,,
"Roane County, TN","county",05000US47145,0.157,0.214,0.206,6.3,5.8,5.1
"Robertson County, TN","county",05000US47147,0.239,0.22,0.198,6.8,6.3,5.7
"Rutherford County, TN","county",05000US47149,0.171,0.219,0.182,4.3,4.1,3.5
"Scott County, TN","county",05000US47151,0.511,0.272,0.252,,6.4,
"Sequatchie County, TN","county",05000US47153,0.299,0.232,0.214,,,
"Sevier County, TN","county",05000US47155,0.284,0.221,0.199,2.5,2.3,
"Shelby County, TN","county",05000US47157,0.173,0.209,0.204,16.7,16.6,16.4
"Smith County, TN","county",05000US47159,0.235,0.214,0.204,,,
"Stewart County, TN","county",05000US47161,,0.224,0.204,,,
"Sullivan County, TN","county",05000US47163,0.256,0.248,0.203,3.1,2.6,2.1
"Sumner County, TN","county",05000US47165,0.2,0.202,0.194,3.3,3.1,3.2
"Tipton County, TN","county",05000US47167,0.253,0.226,0.224,6.1,6.7,5.8
"Trousdale County, TN","county",05000US47169,,0.224,0.223,,,
"Unicoi County, TN","county",05000US47171,0.234,0.231,0.218,,,
"Union County, TN","county",05000US47173,0.238,0.251,0.24,,,
"Van Buren County, TN","county",05000US47175,0.394,0.233,0.224,,,
"Warren County, TN","county",05000US47177,0.209,0.244,0.23,3.6,,3.9
"Washington County, TN","county",05000US47179,0.241,0.226,0.219,3.4,2.7,3.1
"Wayne County, TN","county",05000US47181,0.228,0.251,0.242,8.9,,
"Weakley County, TN","county",05000US47183,0.254,0.245,0.221,4.1,4.5,
"White County, TN","county",05000US47185,0.292,0.241,0.227,5.9,5.1,6
"Williamson County, TN","county",05000US47187,0.109,0.162,0.147,1.9,1.6,1.2
"Wilson County, TN","county",05000US47189,0.29,0.201,0.183,2.9,3.2,3.7
"Anderson County, TX","county",05000US48001,0.216,0.177,0.196,7,6.6,6.9
"Andrews County, TX","county",05000US48003,,0.143,0.146,,,
"Angelina County, TX","county",05000US48005,0.207,0.185,0.203,5.8,6.3,6.4
"Aransas County, TX","county",05000US48007,,0.152,0.157,9.3,9,5.9
"Archer County, TX","county",05000US48009,,0.138,0.141,,,
"Armstrong County, TX","county",05000US48011,,0.124,0.123,,,
"Atascosa County, TX","county",05000US48013,0.383,0.151,0.155,4.7,6,8.3
"Austin County, TX","county",05000US48015,0.179,0.133,0.144,,5.1,
"Bailey County, TX","county",05000US48017,,0.182,0.183,,,
"Bandera County, TX","county",05000US48019,0.221,0.138,0.131,,,
"Bastrop County, TX","county",05000US48021,0.221,0.155,0.163,3.8,4.1,3.8
"Baylor County, TX","county",05000US48023,,0.148,0.151,,,
"Bee County, TX","county",05000US48025,,0.171,0.173,,4.4,6.2
"Bell County, TX","county",05000US48027,0.194,0.176,0.181,5.2,5.4,6.1
"Bexar County, TX","county",05000US48029,0.162,0.133,0.13,7,6.7,6.2
"Blanco County, TX","county",05000US48031,,0.132,0.139,,,
"Borden County, TX","county",05000US48033,,0.116,0.127,,,
"Bosque County, TX","county",05000US48035,0.39,0.145,0.148,,,
"Bowie County, TX","county",05000US48037,0.17,0.179,0.169,9.7,9.3,8.4
"Brazoria County, TX","county",05000US48039,0.15,0.138,0.143,4.1,4.3,3.5
"Brazos County, TX","county",05000US48041,0.131,0.155,0.132,3.1,2.8,3.1
"Brewster County, TX","county",05000US48043,,0.153,0.16,,,
"Briscoe County, TX","county",05000US48045,,0.156,0.165,,,
"Brooks County, TX","county",05000US48047,,0.191,0.208,,,
"Brown County, TX","county",05000US48049,0.258,0.165,0.162,4,4,
"Burleson County, TX","county",05000US48051,,0.144,0.148,,,
"Burnet County, TX","county",05000US48053,0.246,0.152,0.151,,5.6,5.6
"Caldwell County, TX","county",05000US48055,,0.166,0.166,,3.7,4
"Calhoun County, TX","county",05000US48057,,0.147,0.143,,,
"Callahan County, TX","county",05000US48059,,0.149,0.156,,,
"Cameron County, TX","county",05000US48061,0.136,0.179,0.144,2.4,2.2,2.1
"Camp County, TX","county",05000US48063,,0.171,0.174,,,
"Carson County, TX","county",05000US48065,,0.132,0.134,,,
"Cass County, TX","county",05000US48067,0.269,0.171,0.165,7.4,7.8,8
"Castro County, TX","county",05000US48069,,0.166,0.169,,,
"Chambers County, TX","county",05000US48071,,0.145,0.153,6.1,6.5,6.7
"Cherokee County, TX","county",05000US48073,0.249,0.183,0.184,3.3,3.3,3.9
"Childress County, TX","county",05000US48075,,0.163,0.172,,,
"Clay County, TX","county",05000US48077,,0.143,0.148,,,
"Cochran County, TX","county",05000US48079,,0.169,0.186,,,
"Coke County, TX","county",05000US48081,,0.13,0.133,,,
"Coleman County, TX","county",05000US48083,,0.164,0.171,,,
"Collin County, TX","county",05000US48085,0.097,0.117,0.126,1.6,1.6,1.7
"Collingsworth County, TX","county",05000US48087,,0.165,0.169,,,
"Colorado County, TX","county",05000US48089,,0.153,0.151,8.5,9,6.9
"Comal County, TX","county",05000US48091,0.169,0.128,0.128,3.7,4.2,3.7
"Comanche County, TX","county",05000US48093,0.22,0.161,0.164,,,
"Concho County, TX","county",05000US48095,,0.139,0.15,,,
"Cooke County, TX","county",05000US48097,,0.15,0.151,5.6,5.8,4.1
"Coryell County, TX","county",05000US48099,0.157,0.166,0.176,3.3,3.4,3.4
"Cottle County, TX","county",05000US48101,,0.154,0.158,,,
"Crane County, TX","county",05000US48103,,0.13,0.138,,,
"Crockett County, TX","county",05000US48105,,0.125,0.13,,,
"Crosby County, TX","county",05000US48107,,0.163,0.166,,,
"Culberson County, TX","county",05000US48109,,0.18,0.169,,,
"Dallam County, TX","county",05000US48111,,0.165,0.164,,,
"Dallas County, TX","county",05000US48113,0.153,0.153,0.155,8.5,8.3,7.6
"Dawson County, TX","county",05000US48115,,0.159,0.167,,,
"Deaf Smith County, TX","county",05000US48117,,0.165,0.163,,,
"Delta County, TX","county",05000US48119,,0.16,0.168,,,
"Denton County, TX","county",05000US48121,0.101,0.136,0.136,1.9,1.8,1.6
"DeWitt County, TX","county",05000US48123,0.321,0.148,0.153,,,
"Dickens County, TX","county",05000US48125,,0.147,0.162,,,
"Dimmit County, TX","county",05000US48127,,0.154,0.155,,,
"Donley County, TX","county",05000US48129,,0.143,0.154,,,
"Duval County, TX","county",05000US48131,,0.164,0.164,,,
"Eastland County, TX","county",05000US48133,0.144,0.163,0.166,,,
"Ector County, TX","county",05000US48135,0.219,0.156,0.155,6,6,6.2
"Edwards County, TX","county",05000US48137,,0.134,0.129,,,
"Ellis County, TX","county",05000US48139,0.134,0.14,0.133,4.6,4.5,4.1
"El Paso County, TX","county",05000US48141,0.152,0.156,0.146,2.9,2.6,2.8
"Erath County, TX","county",05000US48143,,0.173,0.175,,,
"Falls County, TX","county",05000US48145,,0.183,0.182,,,
"Fannin County, TX","county",05000US48147,0.271,0.169,0.164,4.2,4.3,5.1
"Fayette County, TX","county",05000US48149,,0.134,0.14,,,
"Fisher County, TX","county",05000US48151,,0.139,0.141,,,
"Floyd County, TX","county",05000US48153,,0.16,0.169,,,
"Foard County, TX","county",05000US48155,,0.143,0.156,,,
"Fort Bend County, TX","county",05000US48157,0.101,0.12,0.118,4.1,3.9,3.5
"Franklin County, TX","county",05000US48159,,0.154,0.16,,,
"Freestone County, TX","county",05000US48161,0.211,0.154,0.158,,,
"Frio County, TX","county",05000US48163,,0.179,0.182,,,
"Gaines County, TX","county",05000US48165,,0.158,0.156,,,
"Galveston County, TX","county",05000US48167,0.172,0.146,0.165,6.2,6.1,5.3
"Garza County, TX","county",05000US48169,,0.153,0.155,,,
"Gillespie County, TX","county",05000US48171,,0.128,0.132,,,
"Glasscock County, TX","county",05000US48173,,0.12,0.134,,,
"Goliad County, TX","county",05000US48175,,0.137,0.144,,,
"Gonzales County, TX","county",05000US48177,,0.172,0.172,,,
"Gray County, TX","county",05000US48179,0.361,0.155,0.169,,,
"Grayson County, TX","county",05000US48181,0.19,0.162,0.158,3.9,4.1,4.3
"Gregg County, TX","county",05000US48183,0.171,0.17,0.169,8.7,8.2,9.4
"Grimes County, TX","county",05000US48185,,0.167,0.175,,,
"Guadalupe County, TX","county",05000US48187,0.209,0.135,0.142,2.9,2.2,2.7
"Hale County, TX","county",05000US48189,0.282,0.175,0.166,,,
"Hall County, TX","county",05000US48191,,0.171,0.189,,,
"Hamilton County, TX","county",05000US48193,,0.131,0.145,,,
"Hansford County, TX","county",05000US48195,,0.151,0.151,,,
"Hardeman County, TX","county",05000US48197,,0.185,0.168,,,
"Hardin County, TX","county",05000US48199,0.255,0.151,0.157,4.8,4.9,5.7
"Harris County, TX","county",05000US48201,0.157,0.139,0.141,9.2,8.8,8.8
"Harrison County, TX","county",05000US48203,0.225,0.171,0.17,8.4,7.8,7.7
"Hartley County, TX","county",05000US48205,,0.135,0.133,,,
"Haskell County, TX","county",05000US48207,,0.151,0.162,,,
"Hays County, TX","county",05000US48209,0.137,0.142,0.148,2.1,2,2.5
"Hemphill County, TX","county",05000US48211,,0.152,0.154,,,
"Henderson County, TX","county",05000US48213,0.249,0.166,0.173,4.3,3.9,3.3
"Hidalgo County, TX","county",05000US48215,0.12,0.149,0.143,4.6,4.3,3.6
"Hill County, TX","county",05000US48217,0.193,0.16,0.164,,,5.3
"Hockley County, TX","county",05000US48219,0.154,0.158,0.152,,,
"Hood County, TX","county",05000US48221,0.225,0.134,0.138,3,2.4,2.7
"Hopkins County, TX","county",05000US48223,0.284,0.167,0.169,,,
"Houston County, TX","county",05000US48225,,0.175,0.181,7.3,7.4,
"Howard County, TX","county",05000US48227,,0.159,0.167,4.6,5.8,7.2
"Hudspeth County, TX","county",05000US48229,,0.205,0.199,,,
"Hunt County, TX","county",05000US48231,0.34,0.165,0.166,4.2,3.3,3.6
"Hutchinson County, TX","county",05000US48233,,0.167,0.161,,,
"Irion County, TX","county",05000US48235,,0.129,0.132,,,
"Jack County, TX","county",05000US48237,,0.165,0.164,,,
"Jackson County, TX","county",05000US48239,,0.14,0.143,,,
"Jasper County, TX","county",05000US48241,0.224,0.173,0.167,,,
"Jeff Davis County, TX","county",05000US48243,,0.133,0.135,,,
"Jefferson County, TX","county",05000US48245,0.215,0.181,0.187,8.9,9.6,9.1
"Jim Hogg County, TX","county",05000US48247,,0.156,0.155,,,
"Jim Wells County, TX","county",05000US48249,,0.153,0.154,7.6,8,9.7
"Johnson County, TX","county",05000US48251,0.197,0.15,0.153,2.9,2.9,2.9
"Jones County, TX","county",05000US48253,,0.169,0.177,,,
"Karnes County, TX","county",05000US48255,,0.169,0.177,,,
"Kaufman County, TX","county",05000US48257,0.232,0.149,0.154,5,5.4,4.4
"Kendall County, TX","county",05000US48259,0.131,0.125,0.129,,,
"Kenedy County, TX","county",05000US48261,,0.162,0.157,,,
"Kent County, TX","county",05000US48263,,0.135,0.129,,,
"Kerr County, TX","county",05000US48265,0.223,0.141,0.147,5.1,5.4,4.6
"Kimble County, TX","county",05000US48267,,0.139,0.146,,,
"King County, TX","county",05000US48269,,0.138,0.145,,,
"Kinney County, TX","county",05000US48271,,0.161,0.145,,,
"Kleberg County, TX","county",05000US48273,,0.172,0.165,,,
"Knox County, TX","county",05000US48275,,0.155,0.154,,,
"Lamar County, TX","county",05000US48277,0.234,0.17,0.185,6.1,6.7,7.5
"Lamb County, TX","county",05000US48279,,0.172,0.182,,,
"Lampasas County, TX","county",05000US48281,,0.149,0.151,,,
"La Salle County, TX","county",05000US48283,,0.183,0.183,,,
"Lavaca County, TX","county",05000US48285,,0.136,0.138,,,
"Lee County, TX","county",05000US48287,,0.147,0.144,,,
"Leon County, TX","county",05000US48289,0.212,0.146,0.143,,,
"Liberty County, TX","county",05000US48291,0.319,0.172,0.171,5.4,5.2,5
"Limestone County, TX","county",05000US48293,0.492,0.17,0.175,8,8,6.7
"Lipscomb County, TX","county",05000US48295,,0.136,0.137,,,
"Live Oak County, TX","county",05000US48297,,0.149,0.145,,,
"Llano County, TX","county",05000US48299,0.179,0.133,0.136,,,
"Loving County, TX","county",05000US48301,,0.234,0.255,,,
"Lubbock County, TX","county",05000US48303,0.196,0.174,0.156,5.5,4.8,5.5
"Lynn County, TX","county",05000US48305,,0.156,0.168,,,
"McCulloch County, TX","county",05000US48307,,0.156,0.167,,,
"McLennan County, TX","county",05000US48309,0.21,0.169,0.18,5.5,5,4.7
"McMullen County, TX","county",05000US48311,,0.143,0.136,,,
"Madison County, TX","county",05000US48313,,0.185,0.175,,,
"Marion County, TX","county",05000US48315,0.363,0.165,0.169,,,
"Martin County, TX","county",05000US48317,,0.155,0.155,,,
"Mason County, TX","county",05000US48319,,0.124,0.134,,,
"Matagorda County, TX","county",05000US48321,0.243,0.168,0.167,9,8,6.2
"Maverick County, TX","county",05000US48323,0.124,0.183,0.185,,,
"Medina County, TX","county",05000US48325,,0.135,0.144,5.3,5.4,4
"Menard County, TX","county",05000US48327,,0.133,0.136,,,
"Midland County, TX","county",05000US48329,0.191,0.147,0.151,3.3,3.4,4.3
"Milam County, TX","county",05000US48331,0.22,0.159,0.162,,,
"Mills County, TX","county",05000US48333,,0.136,0.142,,,
"Mitchell County, TX","county",05000US48335,,0.154,0.144,,,
"Montague County, TX","county",05000US48337,,0.145,0.156,,,
"Montgomery County, TX","county",05000US48339,0.134,0.14,0.15,3.6,3.5,3.1
"Moore County, TX","county",05000US48341,,0.162,0.166,,,
"Morris County, TX","county",05000US48343,,0.161,0.157,,,
"Motley County, TX","county",05000US48345,,0.159,0.177,,,
"Nacogdoches County, TX","county",05000US48347,0.233,0.178,0.169,6.2,6.6,5.7
"Navarro County, TX","county",05000US48349,0.238,0.178,0.171,,4.2,4.2
"Newton County, TX","county",05000US48351,,0.168,0.168,10.7,10.8,11
"Nolan County, TX","county",05000US48353,,0.157,0.171,,,
"Nueces County, TX","county",05000US48355,0.26,0.164,0.172,5.9,5.7,5.7
"Ochiltree County, TX","county",05000US48357,,0.153,0.151,,,
"Oldham County, TX","county",05000US48359,,0.159,0.158,,,
"Orange County, TX","county",05000US48361,0.277,0.158,0.166,5.7,6.7,7.1
"Palo Pinto County, TX","county",05000US48363,0.413,0.165,0.169,8.4,7.4,6.6
"Panola County, TX","county",05000US48365,0.293,0.156,0.166,,,
"Parker County, TX","county",05000US48367,0.2,0.144,0.145,3.2,3.1,2.9
"Parmer County, TX","county",05000US48369,,0.149,0.157,,,
"Pecos County, TX","county",05000US48371,,0.145,0.148,,,
"Polk County, TX","county",05000US48373,0.286,0.174,0.171,6.9,5.9,4.4
"Potter County, TX","county",05000US48375,0.224,0.177,0.185,7.9,8.3,6.6
"Presidio County, TX","county",05000US48377,,0.163,0.158,,,
"Rains County, TX","county",05000US48379,,0.144,0.144,,,
"Randall County, TX","county",05000US48381,0.145,0.137,0.144,2.8,2.7,2.5
"Reagan County, TX","county",05000US48383,,0.151,0.152,,,
"Real County, TX","county",05000US48385,,0.149,0.149,,,
"Red River County, TX","county",05000US48387,0.226,0.167,0.174,,,
"Reeves County, TX","county",05000US48389,,0.16,0.161,,,
"Refugio County, TX","county",05000US48391,,0.142,0.141,,,
"Roberts County, TX","county",05000US48393,,0.122,0.135,,,
"Robertson County, TX","county",05000US48395,,0.16,0.158,,9.7,
"Rockwall County, TX","county",05000US48397,,0.13,0.141,2.4,2.2,2.1
"Runnels County, TX","county",05000US48399,,0.163,0.155,,,
"Rusk County, TX","county",05000US48401,0.168,0.164,0.164,4.6,4.1,5.1
"Sabine County, TX","county",05000US48403,,0.161,0.17,,,
"San Augustine County, TX","county",05000US48405,,0.176,0.187,,,
"San Jacinto County, TX","county",05000US48407,,0.157,0.17,8.7,8.8,9.1
"San Patricio County, TX","county",05000US48409,0.197,0.143,0.152,3.7,3.7,3.5
"San Saba County, TX","county",05000US48411,,0.156,0.16,,,
"Schleicher County, TX","county",05000US48413,,0.151,0.141,,,
"Scurry County, TX","county",05000US48415,,0.146,0.142,,,
"Shackelford County, TX","county",05000US48417,,0.152,0.153,,,
"Shelby County, TX","county",05000US48419,0.204,0.188,0.184,9.9,8.6,8.9
"Sherman County, TX","county",05000US48421,,0.155,0.145,,,
"Smith County, TX","county",05000US48423,0.193,0.17,0.175,4.4,4.5,3.7
"Somervell County, TX","county",05000US48425,,0.139,0.147,,,
